Symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,url,RISK1: supply chain,RISK1: supply chain (2),RISK1: supply chain (3),RISK2: Litigation,RISK3: Inflation,gvkey,lpermno,datadate,fyear,tic,sic,sic3,td,long_debt_dum,me,l_a,l_sale,div_d,age,atr,smalltaxlosscarry,largetaxlosscarry,l_emp,l_ppent,l_laborratio,Inv,Ch_Cash,Div,Ch_Debt,Ch_Eqty,Ch_WC,CF,td_a,td_mv,mb,prof_a,ppe_a,cash_a,xrd_a,dltt_a,invopps_FG09,sales_g,dv_a,short_debt,_merge
IRM,Iron Mountain Incorporated,reports,Real Estate,Specialized REITs,"Boston, Massachusetts",2009-01-06,1020569,1951,https://en.wikipedia.org/wiki/Iron_Mountain_Incorporated,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
JKHY,Jack Henry & Associates,reports,Information Technology,Data Processing & Outsourced Services,"Monett, Missouri",2018-11-13,779152,1976,https://en.wikipedia.org/wiki/Jack_Henry_%26_Associates,0.0,0.0,1.0,0.0,0.0,11811.0,88664.0,2019-06-30,2019.0,JKHY,7373.0,737.0,0.0,0.0,10310.233,7.689293,7.347745,1.0,0.0,0.21700001,1.0,0.0,2.0017502,5.6112065,3.7509327,0.087253965,0.028463555,0.05434979,0.0,-0.027260715,0.009952266,0.19732803,0.0,0.0,5.0649495,0.23250195,0.12471182,0.042853698,0.044112377,0.0,4.6302285,,0.05434979,,both
J,Jacobs Engineering Group,reports,Industrials,Construction & Engineering,"Dallas, Texas",2007-10-26,52988,1947,https://en.wikipedia.org/wiki/Jacobs_Engineering_Group,0.0,0.0,1.0,0.0,0.0,6216.0,52329.0,2019-09-30,2019.0,J,1600.0,160.0,1401.146,1.0,12158.429,9.346854,9.452334,0.0,0.0,0.11269418,0.0,1.0,3.9702919,5.7338037,1.7793202,-0.18776964,-0.014158081,0.0,-0.09102053,-0.07113143,0.052617833,-0.039775755,0.122235134,0.103332594,1.5621477,0.08107637,0.026882209,0.05505399,0.0,0.10479589,1.2027282,,0.0,0.14266965,both
JBHT,J. B. Hunt Transport Services,reports,Industrials,Trucking,"Lowell, Arkansas",2015-07-01,728535,1961,https://en.wikipedia.org/wiki/J._B._Hunt_Transport_Services,0.0,0.0,1.0,0.0,0.0,5783.0,42877.0,2019-12-31,2019.0,JBHT,4213.0,421.0,1420.24,1.0,12403.554,8.60719,9.123176,1.0,0.0,0.24170393,0.0,0.0,3.4030623,8.228808,4.8593163,0.14695366,0.005008359,0.020438675,0.0,-0.05038647,-0.007650725,0.22278717,0.25960115,0.1027388,2.8528233,0.2401137,0.6847863,0.006397539,0.0,0.2514854,2.422847,,0.020438673,0.031262323,both
SJM,JM Smucker,reports,Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",2008-11-06,91419,1897,https://en.wikipedia.org/wiki/JM_Smucker,0.0,0.0,1.0,0.0,0.0,9777.0,42585.0,2019-04-30,2018.0,SJM,2033.0,203.0,5910.8,1.0,13948.182,9.723841,8.966739,1.0,0.0,0.2668187,0.0,0.0,2.1282318,7.556637,5.554634,0.11514364,-0.005463369,0.022613442,0.06474661,-0.00032313465,-0.0070311707,0.06787024,0.3537008,0.29763862,1.357703,0.09645569,0.114437535,0.008497245,0.003351026,0.280427,1.0999535,,0.022613442,0.20716317,both
JNJ,Johnson & Johnson,reports,Health Care,Pharmaceuticals,"New Brunswick, New Jersey",1973-06-30,200406,1886,https://en.wikipedia.org/wiki/Johnson_%26_Johnson,1.0,4.0,2.0,3.0,0.0,6266.0,22111.0,2019-12-31,2019.0,JNJ,2834.0,283.0,28681.0,1.0,384003.78,11.968627,11.315194,1.0,0.0,0.12748154,,,4.891852,9.831777,4.9474072,0.039270137,-0.0050847027,0.062874064,-0.018265622,-0.036721446,-0.028149726,0.15204656,0.18183835,0.06949856,3.057547,0.178345,0.118019626,0.12228013,0.07763365,0.17251217,2.5903058,,0.062874064,0.05128831,both
JCI,Johnson Controls International,reports,Industrials,Building Products,"Cork, Ireland",2010-08-27,833444,1885,https://en.wikipedia.org/wiki/Johnson_Controls,0.0,0.0,1.0,0.0,0.0,6268.0,45356.0,2019-09-30,2019.0,JCI,3585.0,358.0,7219.0,1.0,34130.223,10.652235,10.084475,1.0,0.0,0.0,0.0,1.0,4.65396,8.116417,3.4717276,-0.2856197,0.061981224,0.021756096,-0.085818335,-0.13817485,0.04533308,0.022110814,0.17071441,0.17458612,1.3396841,0.04843096,0.07917327,0.06671081,0.0075436896,0.15863031,1.0599966,,0.021756096,0.070785426,both
JPM,JPMorgan Chase & Co.,reports,Financials,Diversified Banks,"New York, New York",1975-06-30,19617,2000 (1799 / 1871),https://en.wikipedia.org/wiki/JPMorgan_Chase_%26_Co.,1.0,3.0,2.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
JNPR,Juniper Networks,reports,Information Technology,Communications Equipment,"Sunnyvale, California",2006-06-02,1043604,1996,https://en.wikipedia.org/wiki/Juniper_Networks,0.0,2.0,1.0,1.0,2.0,121718.0,86979.0,2019-12-31,2019.0,JNPR,3576.0,357.0,1884.3,1.0,8273.217,9.0867815,8.399625,1.0,0.0,0.16747104,1.0,0.0,2.343631,6.909354,4.665626,0.059766684,-0.13909729,0.029430736,-0.05146135,-0.056496598,0.03472623,0.05805809,0.21321158,0.18550794,1.414431,0.08086946,0.1132195,0.22838521,0.10813899,0.20842527,,,0.029430734,0.022448653,both
KSU,Kansas City Southern,reports,Industrials,Railroads,"Kansas City, Missouri",2013-05-24,54480,1887,https://en.wikipedia.org/wiki/Kansas_City_Southern_(company),0.0,0.0,1.0,0.0,1.0,6335.0,12650.0,2019-12-31,2019.0,KSU,4011.0,401.0,3377.1,1.0,14721.127,9.188789,7.9606724,1.0,0.0,0.31481245,1.0,0.0,2.084429,8.79939,6.8476315,0.06910328,0.004935219,0.01474435,0.057475373,-0.08026117,0.0021457474,0.111568645,0.34506685,0.18659839,2.0528698,0.14313157,0.67736137,0.015204152,0.0,0.3385887,1.7846425,,0.01474435,0.018773504,both
K,Kellogg Co.,reports,Consumer Staples,Packaged Foods & Meats,"Battle Creek, Michigan",,55067,1906,https://en.wikipedia.org/wiki/Kellogg_Co.,1.0,3.0,1.0,1.0,0.0,6375.0,26825.0,2019-12-31,2019.0,K,2040.0,204.0,8469.0,1.0,23621.113,9.773606,9.516206,1.0,0.0,0.25058547,,,3.465736,8.331827,4.897599,-0.04406741,0.0043270327,0.043782737,-0.054315645,-0.008881804,0.00785698,0.067239806,0.48217946,0.26391307,2.18846,0.12759052,0.23644955,0.022603052,0.008198588,0.4342974,1.7910248,,0.043782737,0.09930334,both
KEY,KeyCorp,reports,Financials,Regional Banks,"Cleveland, Ohio",1994-03-01,91576,1825,https://en.wikipedia.org/wiki/KeyCorp,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
KEYS,Keysight Technologies,reports,Information Technology,Electronic Equipment & Instruments,"Santa Rosa, California",2018-11-06,1601046,2014,https://en.wikipedia.org/wiki/Keysight_Technologies,0.0,0.0,1.0,0.0,0.0,20232.0,14939.0,2019-10-31,2019.0,KEYS,3825.0,382.0,1792.0,1.0,18920.625,8.798304,8.367067,0.0,0.0,0.13146853,1.0,0.0,2.6810215,6.3578424,3.746038,0.02959384,0.103125475,0.0,0.0,-0.0178167,0.00588857,0.15053602,0.27057225,0.08651728,3.403235,0.15325381,0.08696965,0.24128039,0.10388042,0.27057225,3.1277487,,0.0,0.0,both
KMB,Kimberly-Clark,reports,Consumer Staples,Household Products,"Irving, Texas",1957-03-04,55785,1872,https://en.wikipedia.org/wiki/Kimberly-Clark,1.0,1.0,1.0,0.0,1.0,6435.0,17750.0,2019-12-31,2019.0,KMB,2621.0,262.0,8151.0,1.0,46966.17,9.634497,9.82282,1.0,0.0,0.2107574,,,3.713572,8.967887,5.2788796,0.06818033,-0.0063469214,0.09212851,0.019760517,-0.037427206,0.026303736,0.17162861,0.5333377,0.14788495,4.0752583,0.27566576,0.5133809,0.028921023,0.018582739,0.42445856,3.5923693,,0.09212851,0.20414673,both
KIM,Kimco Realty,reports,Real Estate,Retail REITs,"New Hyde Park, New York",2006-04-04,879101,1958,https://en.wikipedia.org/wiki/Kimco_Realty,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
KMI,Kinder Morgan,reports,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",2012-05-25,1506307,1997,https://en.wikipedia.org/wiki/Kinder_Morgan,1.0,3.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
KLAC,KLA Corporation,reports,Information Technology,Semiconductor Equipment,"Milpitas, California",,319201,1975/1977 (1997),https://en.wikipedia.org/wiki/KLA_Corporation,0.0,0.0,1.0,0.0,0.0,6304.0,46886.0,2019-06-30,2019.0,KLAC,3827.0,382.0,3423.382,1.0,18849.945,9.105926,8.427029,1.0,0.0,0.09346939,1.0,0.0,2.3997118,6.108801,3.801992,0.13109618,-0.04311343,0.052424062,0.1311327,-0.11854239,0.036355045,0.1278165,0.3800162,0.15369873,2.7972813,0.17645137,0.049819414,0.1930823,0.07892865,0.3522648,2.349617,,0.052424062,0.0730269,both
KHC,Kraft Heinz Co,reports,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania",2015-07-06,1637459,2015 (1869),https://en.wikipedia.org/wiki/Kraft_Heinz,0.0,0.0,1.0,0.0,0.0,5568.0,15408.0,2019-12-31,2019.0,KHC,2030.0,203.0,29845.0,1.0,39230.73,11.527322,10.1257105,1.0,0.0,0.2733759,1.0,0.0,3.637586,8.93564,5.3245907,-0.014894037,0.011276491,0.019250862,-0.018018728,0.0,0.0035978314,0.033652045,0.29418433,0.43206203,0.8778485,0.059970427,0.074884176,0.022474125,0.0011039921,0.28260228,0.5638022,,0.019250862,0.03937008,both
KR,Kroger Co.,reports,Consumer Staples,Food Retail,"Cincinnati, Ohio",1957-03-04,56873,1883,https://en.wikipedia.org/wiki/Kroger_Co.,0.0,0.0,2.0,0.0,0.0,6502.0,16678.0,2019-01-31,2018.0,KR,5411.0,541.0,15229.0,1.0,22607.34,10.548442,11.704884,1.0,0.0,0.2244389,1.0,0.0,6.025866,9.982114,3.8661754,0.03111391,0.0021512148,0.0114644,-0.011989087,-0.051025763,-0.011254526,0.10774437,0.39952254,0.40249664,1.3862044,0.13410987,0.5675796,0.042237263,0.0,0.31670076,0.96055144,,0.0114644,0.20730186,both
LB,L Brands Inc.,reports,Consumer Discretionary,Apparel Retail,"Columbus, Ohio",1983-09-30,701985,1963,https://en.wikipedia.org/wiki/L_Brands_Inc.,0.0,0.0,1.0,0.0,0.0,6733.0,64282.0,2019-01-31,2018.0,LB,5600.0,560.0,5838.0,1.0,7656.0,8.998384,9.490771,1.0,0.0,0.24854143,,,4.4986978,7.9441376,3.4562705,0.07527812,-0.012608158,0.08232386,0.0013597034,-0.025957974,0.007911001,0.16959208,0.72163165,0.43263674,2.05377,0.2409147,0.34833127,0.17466007,0.0,0.7117429,1.6434907,,0.08232386,0.013703323,both
LHX,L3Harris Technologies,reports,Industrials,Aerospace & Defense,"Melbourne, Florida",2008-09-22,202058,2019 (1895),https://en.wikipedia.org/wiki/L3Harris_Technologies,0.0,0.0,1.0,0.0,0.0,5492.0,25582.0,2019-06-30,2019.0,LHX,3812.0,381.0,3522.0,1.0,22421.93,9.221972,8.824825,1.0,0.0,0.14375561,1.0,0.0,2.9549103,6.7968235,3.8942842,0.01571612,0.023920134,0.032124147,-0.027775032,-0.01482653,-0.00019768706,0.114361964,0.34812692,0.1357543,2.8838518,0.13936938,0.08836611,0.05238707,0.03271721,0.27310467,2.5528655,,0.032124147,0.21550256,both
LH,Laboratory Corp. of America Holding,reports,Health Care,Health Care Services,"Burlington, North Carolina",2004-11-01,920148,1978,https://en.wikipedia.org/wiki/Laboratory_Corp._of_America_Holding,1.0,2.0,1.0,0.0,1.0,14960.0,12062.0,2019-12-31,2019.0,LH,8071.0,807.0,7107.6,1.0,16443.324,9.800701,9.3548565,0.0,0.0,0.25366914,1.0,0.0,4.189655,7.9103336,3.7355795,0.07110005,-0.0049483557,0.0,0.011642211,-0.023600275,0.01835823,0.07810976,0.3938514,0.30179706,1.4918612,0.11261526,0.15096086,0.018701792,0.0,0.35893586,,,0.0,0.08865158,both
LRCX,Lam Research,reports,Information Technology,Semiconductor Equipment,"Fremont, California",2012-06-29,707549,1980,https://en.wikipedia.org/wiki/Lam_Research,1.0,1.0,1.0,0.0,0.0,6565.0,48486.0,2019-06-30,2019.0,LRCX,3559.0,355.0,4489.899,1.0,27130.295,9.392773,9.175082,1.0,0.0,0.10428514,1.0,0.0,2.4595888,6.966097,4.594909,0.136406,-0.07125559,0.056522723,0.16642426,-0.18351789,-0.03985524,0.2632011,0.3741167,0.14199467,2.8711612,0.23268507,0.088246614,0.45255,0.09926564,0.31852862,,,0.05652272,0.14858486,both
LW,Lamb Weston Holdings Inc,reports,Consumer Staples,Packaged Foods & Meats,"Eagle, Idaho",2018-12-03,1679273,2016 (1950),https://en.wikipedia.org/wiki/Lamb_Weston_Holdings_Inc,0.0,0.0,1.0,0.0,0.0,28790.0,16431.0,2019-05-31,2018.0,LW,2030.0,203.0,2326.6,1.0,8654.588,8.022274,8.231243,1.0,0.0,0.21822934,1.0,0.0,2.1517622,7.3770084,5.3482347,0.13877498,-0.014238379,0.037170697,-0.022210557,-0.011941866,0.034972604,0.19585972,0.7632952,0.21187145,3.8408477,0.269709,0.5241954,0.0040024933,0.0050523276,0.74807256,3.569773,,0.037170697,0.019943263,both
LVS,Las Vegas Sands,reports,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",2019-10-03,1300514,1988,https://en.wikipedia.org/wiki/Las_Vegas_Sands,0.0,0.0,1.0,1.0,1.0,161844.0,90505.0,2019-12-31,2019.0,LVS,7990.0,799.0,12825.0,1.0,52711.004,10.051865,9.527994,0.0,0.0,0.14782059,1.0,0.0,3.9318256,9.758866,5.8467855,0.0044398466,-0.018061124,0.0,0.020000862,-0.030173715,0.18936162,-0.0034484244,0.55282557,0.19569395,3.0485368,0.21983705,0.74598044,0.18285272,0.0,0.5486012,2.8394258,,0.0,0.0076413257,both
LEG,Leggett & Platt,reports,Consumer Discretionary,Home Furnishings,"Carthage, Missouri",,58492,1883,https://en.wikipedia.org/wiki/Leggett_%26_Platt,0.0,0.0,1.0,0.0,0.0,6649.0,60943.0,2019-12-31,2019.0,LEG,2510.0,251.0,2278.5,1.0,6699.394,8.479782,8.466426,1.0,0.0,0.22372092,,,3.1354942,6.9026423,3.810594,0.29445228,-0.004256291,0.04247986,0.19661988,-0.0014741301,-0.015841708,0.1375301,0.4730712,0.25379002,2.118552,0.14612573,0.20635745,0.05140769,0.0,0.45430198,1.8512133,,0.04247986,0.039675225,both
LDOS,Leidos Holdings,reports,Industrials,Diversified Support Services,"Reston, Virginia",2019-08-09,1336920,1969,https://en.wikipedia.org/wiki/Leidos_Holdings,0.0,0.0,1.0,0.0,0.0,165123.0,91547.0,2019-12-31,2019.0,LDOS,7373.0,737.0,3444.0,1.0,13802.49,9.144948,9.314159,1.0,0.0,0.22711472,1.0,0.0,3.5553482,6.5337887,3.0059738,-0.0069392547,0.0371517,0.021138038,-0.008540621,0.0028824597,0.0391801,0.057008646,0.36767375,0.1996928,2.1091588,0.12095655,0.073342584,0.07654532,0.0052311304,0.3470695,1.8424543,,0.021138038,0.05603949,both
LEN,Lennar Corp.,reports,Consumer Discretionary,Homebuilding,"Miami, Florida",2005-10-04,920760,1954,https://en.wikipedia.org/wiki/Lennar_Corp.,0.0,0.0,1.0,0.0,0.0,6669.0,52708.0,2019-11-30,2019.0,LEN,1531.0,153.0,9573.696,1.0,18843.018,10.287372,10.010527,1.0,0.0,0.24257207,1.0,0.0,2.4074855,5.63667,3.3199697,-0.00066744984,-0.0043353923,0.0017525495,-0.03526758,-0.017799377,0.028842986,0.049816668,0.326085,0.33690372,1.0985541,0.08989305,0.009520833,0.050024368,0.0,0.23891535,0.97301996,,0.0017525497,0.26732183,both
LLY,Lilly (Eli) & Co.,reports,Health Care,Pharmaceuticals,"Indianapolis, Indiana",1970-12-31,59478,1876,https://en.wikipedia.org/wiki/Lilly_(Eli)_%26_Co.,0.0,0.0,2.0,0.0,0.0,6730.0,50876.0,2019-12-31,2019.0,LLY,2834.0,283.0,15803.9,1.0,119276.14,10.578626,10.013216,1.0,0.0,0.11925787,1.0,0.0,3.544576,9.036701,5.521312,0.20574452,-0.14408913,0.061339762,0.11926355,-0.1119989,0.048039895,0.1157305,0.40227714,0.116996564,3.9697335,0.17600627,0.21394335,0.0620703,0.14851563,0.3641135,3.4614148,,0.061339762,0.09486899,both
LNC,Lincoln National,reports,Financials,Multi-line Insurance,"Radnor, Pennsylvania",1976-06-30,59558,1905,https://en.wikipedia.org/wiki/Lincoln_National,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
LIN,Linde plc,reports,Materials,Industrial Gases,"Guildford, Surrey, United Kingdom",1992-07-01,1707925,1879,https://en.wikipedia.org/wiki/Linde_plc,0.0,0.0,1.0,0.0,0.0,25124.0,18143.0,2019-12-31,2019.0,LIN,2810.0,281.0,14932.0,1.0,113769.72,11.369194,10.24807,1.0,0.0,0.26050135,,,4.3930407,10.311948,5.9313145,-0.013035146,-0.020228144,0.021833003,-0.014547638,-0.029857295,0.038354963,0.032974645,0.17240106,0.11602021,1.7469602,0.0918464,0.3473999,0.031173509,0.0021244169,0.1317254,1.4229196,,0.021833003,0.23593624,both
LYV,Live Nation Entertainment,reports,Communication Services,Movies & Entertainment,"Beverly Hills, California",2019-12-23,1335258,2010,https://en.wikipedia.org/wiki/Live_Nation_Entertainment,0.0,0.0,1.0,0.0,0.0,165746.0,91041.0,2019-12-31,2019.0,LYV,7900.0,790.0,4805.488,1.0,15273.854,9.3034315,9.354265,0.0,0.0,1.0,1.0,0.0,3.2921262,7.8323913,4.5777516,0.06295775,0.008750216,0.0,0.04556765,-0.000113797716,0.04171994,0.02625411,0.43783313,0.23932497,2.2872202,0.069833174,0.22959542,0.22543083,0.0,0.4232786,1.7895987,,0.0,0.033242203,both
LKQ,LKQ Corporation,reports,Consumer Discretionary,Distributors,"Chicago, Illinois",2016-05-23,1065696,1998,https://en.wikipedia.org/wiki/LKQ_Corporation,0.0,0.0,1.0,0.0,0.0,155394.0,89866.0,2019-12-31,2019.0,LKQ,5010.0,501.0,5400.88,1.0,10950.297,9.455633,9.433972,0.0,0.0,0.28484878,1.0,0.0,3.9512436,7.841458,3.909239,0.020724094,0.01546226,0.0,-0.023517922,-0.022833645,-0.007014343,0.08253793,0.4226055,0.33030528,1.4649014,0.102775,0.1989765,0.040925022,0.0,0.37973416,1.2647371,,0.0,0.101445325,both
LMT,Lockheed Martin Corp.,reports,Industrials,Aerospace & Defense,"Bethesda, Maryland",1984-07-31,936468,1995,https://en.wikipedia.org/wiki/Lockheed_Martin_Corp.,1.0,2.0,1.0,1.0,1.0,6774.0,21178.0,2019-12-31,2019.0,LMT,3760.0,376.0,13754.0,1.0,109026.4,10.769074,10.998961,1.0,0.0,0.1396216,,,4.7095304,8.934851,4.234238,0.026110925,0.01561185,0.053778823,-0.031560343,-0.025248274,0.017126746,0.15231022,0.28938732,0.11202114,3.2281475,0.20232284,0.15971638,0.031854905,0.027352298,0.25793216,2.5994606,,0.053778823,0.10869565,both
L,Loews Corp.,reports,Financials,Multi-line Insurance,"New York, New York",,60086,1959,https://en.wikipedia.org/wiki/Loews_Corp.,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
LOW,Lowe's Cos.,reports,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina",1984-02-29,60667,1904/1946/1959,https://en.wikipedia.org/wiki/Lowe%27s_Cos.,1.0,2.0,1.0,1.0,1.0,6829.0,61399.0,2019-01-31,2018.0,LOW,5211.0,521.0,16223.0,1.0,77024.16,10.448946,11.174778,1.0,0.0,0.3182086,1.0,0.0,5.7071104,9.8218975,4.118061,0.03129709,-0.0006665121,0.042164136,-0.021473281,-0.084704995,-0.021821028,0.17897299,0.47012287,0.1739785,3.1264682,0.17998725,0.534137,0.021125536,0.0,0.41703373,2.7300556,,0.042164136,0.112926096,both
LUMN,Lumen Technologies,reports,Communication Services,Alternative Carriers,"Monroe, Louisiana",1999-03-25,18926,1983 (1877),https://en.wikipedia.org/wiki/Lumen_Technologies,0.0,1.0,1.0,1.0,0.0,2884.0,60599.0,2019-12-31,2019.0,LUMN,4813.0,481.0,36452.0,1.0,14399.666,11.078165,10.016861,1.0,0.0,1.0,0.0,1.0,3.7727609,10.231567,6.4820275,0.05514195,0.018519662,0.016990516,-0.011584443,0.0,0.0016372679,0.10223657,0.56303483,0.71683,1.0143596,0.13297395,0.42885607,0.026149949,0.0,0.5210837,0.73658115,,0.016990516,0.07450894,both
LYB,LyondellBasell,reports,Materials,Specialty Chemicals,"Rotterdam, Netherlands",2012-09-05,1489393,2007,https://en.wikipedia.org/wiki/LyondellBasell,0.0,0.0,1.0,0.0,0.0,294524.0,12345.0,2019-12-31,2019.0,LYB,2820.0,282.0,13551.0,1.0,31506.906,10.323349,10.455273,1.0,0.0,0.16019778,1.0,0.0,3.0007198,9.654963,6.7052097,0.053721044,0.016001314,0.0480368,0.081550844,-0.12327912,0.0038114013,0.15948743,0.44524395,0.30074632,1.7709186,0.1821587,0.5125021,0.03561689,0.0036471167,0.42155412,1.4748625,,0.0480368,0.053206407,both
MTB,M&T Bank,reports,Financials,Regional Banks,"Buffalo, New York",2004-02-23,36270,1856,https://en.wikipedia.org/wiki/M%26T_Bank,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
MRO,Marathon Oil Corp.,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1991-05-01,101778,1887,https://en.wikipedia.org/wiki/Marathon_Oil_Corp.,0.0,0.0,1.0,0.0,0.0,7017.0,15069.0,2019-12-31,2019.0,MRO,1311.0,131.0,5709.0,1.0,10809.68,9.915663,8.515391,1.0,0.0,0.0,1.0,0.0,1.0986123,9.752665,9.05946,0.13919486,-0.029834528,0.008001976,0.0,-0.017880958,0.0072610523,0.13524327,0.28199556,0.34560874,0.9336468,0.14482588,0.8495431,0.042380836,0.0,0.27700666,0.81614226,,0.008001976,0.017691365,both
MPC,Marathon Petroleum,reports,Energy,Oil & Gas Refining & Marketing,"Findlay, Ohio",2011-07-01,1510295,2009 (1887),https://en.wikipedia.org/wiki/Marathon_Petroleum,0.0,0.0,1.0,0.0,0.0,186989.0,12872.0,2019-12-31,2019.0,MPC,2911.0,291.0,31317.0,1.0,39102.25,11.498381,11.727626,1.0,0.0,0.28940988,1.0,0.0,4.125682,10.709606,6.671099,0.06352734,-0.0019887171,0.014184829,0.012185966,-0.01968424,0.011293072,0.08322172,0.31775844,0.44472215,1.0548749,0.098715454,0.48778358,0.015514023,0.0,0.30441576,0.6557668,,0.014184829,0.041989975,both
MKTX,MarketAxess,reports,Financials,Financial Exchanges & Data,"New York, New York",2019-07-01,1278021,2000,https://en.wikipedia.org/wiki/MarketAxess,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
MAR,Marriott International,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",,1048286,1927,https://en.wikipedia.org/wiki/Marriott_International,0.0,0.0,1.0,0.0,0.0,28930.0,85913.0,2019-12-31,2019.0,MAR,7011.0,701.0,11952.0,1.0,49063.32,10.128669,9.950944,1.0,0.0,0.20387742,0.0,1.0,5.164786,7.9348717,2.775458,0.011336872,-0.0042712865,0.024430163,0.06039679,-0.09584448,0.0009580456,0.06694344,0.4771067,0.19588523,2.9304745,0.09580456,0.11145264,0.008981678,0.0,0.43291685,2.476658,,0.024430163,0.092620485,both
MMC,Marsh & McLennan,reports,Financials,Insurance Brokers,"New York, New York",1987-08-31,62709,1905,https://en.wikipedia.org/wiki/Marsh_%26_McLennan,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
MLM,Martin Marietta Materials,reports,Materials,Construction Materials,"Raleigh, North Carolina",2014-07-02,916076,1993,https://en.wikipedia.org/wiki/Martin_Marietta_Materials,0.0,0.0,1.0,0.0,0.0,29733.0,80204.0,2019-12-31,2019.0,MLM,1400.0,140.0,3268.9,1.0,17449.535,9.223414,8.463602,1.0,0.0,0.18217054,1.0,0.0,2.2870653,8.646273,6.466131,0.03808875,-0.002358956,0.012811402,-0.035640966,-0.011113743,0.008586995,0.095295906,0.322644,0.15777735,2.1941586,0.12275455,0.56140196,0.002072723,0.0,0.28360772,1.9761173,,0.012811402,0.12098871,both
MAS,Masco Corp.,reports,Industrials,Building Products,"Livonia, Michigan",1981-06-30,62996,1929,https://en.wikipedia.org/wiki/Masco_Corp.,0.0,0.0,1.0,0.0,0.0,7085.0,34032.0,2019-12-31,2019.0,MAS,3430.0,343.0,2973.0,1.0,13226.044,8.522578,8.810907,1.0,0.0,0.26467204,,,3.1354942,6.961296,3.8693054,-0.11577482,0.027451761,0.028645316,-0.04157549,-0.17744182,0.010344142,0.15933956,0.5914064,0.18352935,3.677749,0.246668,0.20966779,0.13865128,0.0,0.58344936,3.326861,,0.028645316,0.013454423,both
MA,Mastercard Inc.,reports,Information Technology,Data Processing & Outsourced Services,"Harrison, New York",2008-07-18,1141391,1966,https://en.wikipedia.org/wiki/Mastercard_Inc.,0.0,3.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
MKC,McCormick & Co.,reports,Consumer Staples,Packaged Foods & Meats,"Hunt Valley, Maryland",,63754,1889,https://en.wikipedia.org/wiki/McCormick_%26_Co.,0.0,0.0,1.0,0.0,0.0,7146.0,52090.0,2019-11-30,2019.0,MKC,2090.0,209.0,4324.2,1.0,22493.324,9.245911,8.584366,1.0,0.0,0.1825986,1.0,0.0,2.5952547,6.8602443,4.341499,0.016502446,0.005674525,0.029163973,-0.0392488,-0.0016309435,-0.0036672102,0.09222069,0.41730925,0.16124532,2.838346,0.108674884,0.09193117,0.01499696,0.0064948224,0.34990975,2.5158172,,0.029163973,0.16150963,both
MXIM,Maxim Integrated Products,reports,Information Technology,Semiconductors,"San Jose, California",2018-12-03,743316,1983,https://en.wikipedia.org/wiki/Maxim_Integrated,0.0,0.0,1.0,0.0,0.0,14256.0,11896.0,2019-06-30,2019.0,MXIM,3674.0,367.0,992.584,1.0,16262.187,8.227905,7.7468753,1.0,0.0,0.0,1.0,0.0,2.0956838,6.360822,4.3946414,-0.2288769,0.05712047,0.13503698,-0.13354765,-0.13468681,0.047099855,0.231515,0.26511452,0.05752519,4.850689,0.23097226,0.15430683,0.50703555,0.116245754,0.26511452,,,0.13503698,0.0,both
